text,image_path,language,century,shelfmark,project,source_corpus,source_page
"tellement que icellui deffunct en cheut à terre, combien que lesdiz coups ne feussent pas mortels, et lesquelz icellui compaignon",images_himanis/himanis_00024.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"ne donna pas du consentement, commandement ne adveu dudit curé suppliant, ne par sa participacion, maiz de sa voulenté, car il",images_himanis/himanis_00025.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
estoit illec venu pour la conservacion de sondit droit de disme seulement. Et depuis à l’occasion desquelz coups de,images_himanis/himanis_00026.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"baston, certain jour après ensuivant, ledit Bertran, qui estoit de dissolue vie, par faulte de bon gouvernement ou",images_himanis/himanis_00027.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"autrement, ala de vie à trespas. Et combien que de la mort dudit feu frère Bertran ledit suppliant curé dessusdit ne fust",images_himanis/himanis_00028.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"et ne soit autrement en riens consentant, cause ne coulpable, ains en ait esté bien dolent, néantmoins, pour occasion de sa",images_himanis/himanis_00029.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"présence ou autrement que ledit cas est advenu pour le debat desdictes dismes, dont il faisoit deffences pour son droit, comme faire",images_himanis/himanis_00030.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"le devoit et lui estoit permis, doubtant que on lui voulsist obvier qu’il feust encouru en aucune irregularité",images_himanis/himanis_00031.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"et ès sentences ou censures et peines eclesiastiques, par le moyen dudit cas ou coulpe de mort, il en a obtenu de nostre saint",images_himanis/himanis_00032.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"père le Pape provision, par laquelle il a esté et est absoubz dudit cas et tout ce en quoy il pourroit estre encouru",images_himanis/himanis_00033.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"pour occasion d’icellui. Et avec ce en a eu pénitence secrète à luy enjoincte soubz le secret de confession, à lui imposée,",images_himanis/himanis_00034.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"ainsi qu’il appert par ces lettres appostoliques et procès executoire sur icelles, fait oultre ladicte pénitence secrète, laquelle ne",images_himanis/himanis_00035.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"se doit reveler. Mais ce non obstant, il est venu à la congnoissance dudit suppliant curé susdit que ses temporel et biens",images_himanis/himanis_00036.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
meubles ont esté prins et saisiz en nostre main à la requeste de nostre procureur et du procureur general de l’Université,images_himanis/himanis_00037.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"d’Angiers, pour ce que ledit deffunct se disoit escollier de ladicte Université, et pareillement à la requeste de frère",images_himanis/himanis_00038.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"Hélye du Boys, soy disant prieur du prieuré dudit lieu du Couldray, par vertu des lettres obtenues du Conservateur",images_himanis/himanis_00039.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"de ladicte Université, et semblablement de Jacques Turpin, escuier, seigneur de Vihiers, ou son procureur audit lieu, en la chastellenie",images_himanis/himanis_00040.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"duquel ledit cas est advenu, et tellement que ledit suppliant demeure entièrement empesché en sesdiz biens meubles et temporel",images_himanis/himanis_00041.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"de sadicte cure. Pour laquelle cause icellui suppliant curé susdit, doubtant estre encouru envers nous et justice en aucune",images_himanis/himanis_00042.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"amende ou offence, nous a humblement fait supplier et requerir que, en tant que mestier est ou seroit, il nous",images_himanis/himanis_00043.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"plaisoit lui quicter et pardonner l’offence, peine et admende en quoy il peut ou pourroit estre encouru envers nous",images_himanis/himanis_00044.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"et justice à l’occasion dudit cas, et sur ce lui impartir noz grace et misericorde, humblement requerant que, attendu",images_himanis/himanis_00045.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"que ledit cas est advenu en sa presence seulement, sans ce qu’il en ait esté autrement consentant et qu’il en ait obtenu",images_himanis/himanis_00046.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33444_A.jpg
"de nostredit saint père des lettres d’absolucion, et de tout ce en quoy il pourroit estre encouru pour occasion dudit cas,",images_himanis/himanis_00047.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
"il nous plaise sur ce lui impartir icelles. Pourquoy nous, etc., avons, en tant que mestier est ou seroit,",images_himanis/himanis_00048.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
"quicté, remis, etc. et l’avons restitué, etc., satisfacion faicte à partie, etc. ; en mettant au néant tous",images_himanis/himanis_00049.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
"procès, etc. Et quant à ce imposons, etc. Si donnons en mandement, par ces dictes presentes, à nostre bailli de Touraine, etc.,",images_himanis/himanis_00050.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
"sans pour ce le molester, etc. Et afin que ce soit chose ferme, etc. Sauf, etc. Donné à Tours,",images_himanis/himanis_00051.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
"ou moins de novembre, l’an de grace mil cccc. soixante dix sept, et de nostre règne le xviime.",images_himanis/himanis_00052.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
Ainsi signé : Par le conseil. A. Rolant. — Visa. Contentor. J. Duban.,images_himanis/himanis_00053.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33445_A.jpg
"Loys, par la grace de Dieu roy de France. Savoir faisons à tous presens et avenir, nous avoir receue l’umble supplicacion",images_himanis/himanis_00054.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"de frères Jehan de Pruilly et Colas du Brueil-Hélion, religieux de l’abbaye de la Reau, Jehan Petit, Matias Petit, Guillaume Avril,",images_himanis/himanis_00055.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"povres gens de labour, et Jehan Martin, clerc, contenant que le ixe jour de septembre derrenier passé, lesdiz supplians alèrent",images_himanis/himanis_00056.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
avec le procureur et gouverneur de ladicte abbaïe et autres gens de labour que ledit procureur mena ès terres du lieu de la,images_himanis/himanis_00057.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"Rechauvetau, appartenant à ladicte abbaïe pour cueillir et amasser les noiz de certaine quantité de noyers. Et quant",images_himanis/himanis_00058.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"ilz furent au lieu où estoient lesdiz noyers, ilz y trouvèrent ung nommé Mathurin des Bordes et autres qui estoient",images_himanis/himanis_00059.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"avec lui ; lesquelz ils saluèrent, et leur demanda ledit procureur gracieusement qui les avoit illec amenez en",images_himanis/himanis_00060.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"l’eritage de ladicte abbaïe. Lequel Mathurin leur respondit que c’estoit ou sien, et s’en alla ledit des Bordes sans",images_himanis/himanis_00061.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"mot dire. Et se prindrent lesdiz supplians et les autres gens que ledit procureur avoit illec amenez, à abatre, cueillir",images_himanis/himanis_00062.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
et amasser les noiz et les mettre en sacs. Et seurvint illec ung nommé Guillaume Sorault qui leur dist que ledit,images_himanis/himanis_00063.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
Mathurin aloit querir des gens pour les oultrager et qu’ilz se donnassent garde. Et ce voiant ledit procureur,images_himanis/himanis_00064.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"de ladicte abbaïe, il receut ledit Sorault pour aider à cueillir les noiz et aussi à leur donner secours, si on leur",images_himanis/himanis_00065.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"vouloit faire oultrage ; et ledit de Pruilly, l’un desdiz supplians, dist telles parolles : « Ces gens sont de mauvaiz",images_himanis/himanis_00066.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"afaire ; aions des bastons ! car ung baston porte paix. S’ils nous voient desgarniz, ilz nous oultraigeront. »",images_himanis/himanis_00067.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"Et alors ledit Macias, l’un desdiz supplians, voiant qu’il n’avoit point de baston, doubtant estre oultragé, par ce",images_himanis/himanis_00068.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
que les gens de ladicte abbaïe n’avoient que fourchez de fer et serpes longues pour nectoier et faulcher soubz,images_himanis/himanis_00069.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"les noyers pour mieulx amasser les noiz, avec ung espiot et javeline seulement, ala au molin de Sales,",images_himanis/himanis_00070.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"près d’ilec, et apporta une arbaleste. Et ce pendant vint ledit Mathurin des Bordes qui avoit une",images_himanis/himanis_00071.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"grant fourche de fer, acompaigné de Simon, Jehan et Jacquet Dommeteaux et de grand Jehan Dommeteau,",images_himanis/himanis_00072.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"Jehan Gregoire et de plusieurs autres jusques au nombre de douze ou environ, armez et embastonnez de fourchez",images_himanis/himanis_00073.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"de fer, d’espées, de grans cousteaulx et de congnées. Et impétueusement se mist ledit Mathurin",images_himanis/himanis_00074.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"à vuider les sacs où estoient lesdictes noiz, et combien que le procureur de ladicte abbaïe, pour éviter qu’il n’y eust",images_himanis/himanis_00075.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"noise ne debat, requist gracieusement audit Mathurin et à ceulx qui estoient avec lui qu’ilz n’eussent",images_himanis/himanis_00076.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"point de débat, en leur disant en oultre que s’ilz y pretendoient aucune chose, qu’ilz estoient contens d’en",images_himanis/himanis_00077.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"croire gens de bien et leur nomma des gens de pratique, s’ilz les en vouloient croire, dont ilz ne tindrent",images_himanis/himanis_00078.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"compte, jasoit ce qu’il leur dist encores qu’ilz estoient contens que lesdictes noiz demourassent en main tierce.",images_himanis/himanis_00079.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"Mais ce pendant qu’il disoit lesdictes parrolles, la femme dudit des Bordes osta le trait de dessus l’arbaleste que ledit Macias tenoit",images_himanis/himanis_00080.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"bandée et de rechief ledit Marcias (sic) remist ung autre trait par dessus ladicte arbaleste, mais l’un des gens dudit Mathurin",images_himanis/himanis_00081.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"et desdiz Dommeteaux se print à frapper d’un groz baston qu’il avoit sur ladicte arbaleste, tellement qu’elle se desbanda",images_himanis/himanis_00082.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33451_A.jpg
"et s’en alla le trait à la volée, sans toucher à personne ; et s’il ne se fust couvert de sadicte arbaleste, il en",images_himanis/himanis_00083.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"estoit en dangier de sa personne. Et non content de ce, icellui Mathurin print aux cheveulx ledit Guillaume",images_himanis/himanis_00084.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"Avril, l’un desdiz supplians, et après vint frapper ledit Jehan Petit, aussi suppliant, d’une fourche de fer, et",images_himanis/himanis_00085.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
s’efforcèrent lesdiz Mathurin et ses complices de vouloir plus oultraiger lesdiz supplians et ceulx qui estoient,images_himanis/himanis_00086.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"avecques eulx. Et adonc, voians iceulx supplians l’oultrage que on leur faisoit, pour y résister et en eulx",images_himanis/himanis_00087.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"deffendant, lesdiz Jehan Petit, de Pruilly et du Brueil-Hélion, supplians, frappèrent sur ledit Mathurin, qui ainsi",images_himanis/himanis_00088.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"faisoit lesdiz excès et oultrages, de leurs bastons qu’ilz avoient, et entre autres frappa ledit de Pruilly d’une serpe à long",images_himanis/himanis_00089.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"manche du costé du saz où avoit ung crochet, sur la teste, tant que ledit Mathurin tumba à terre fort blecié, jusques",images_himanis/himanis_00090.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
à grant effusion de sang. Et depuis en fut emporté et mené audit lieu de la Rechauvetan où il fut par l’espace,images_himanis/himanis_00091.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"de quinze jours ou environ, et disoit on qu’il estoit guery et faisoit bonne chère. Mais aucuns le firent remuer de",images_himanis/himanis_00092.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"la maison où il estoit et le mener en une charrète a beufz jusques en un autre village près d’illec, et",images_himanis/himanis_00093.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"pour les secousses qu’il eut en ladicte charrète en alant par les montaignes et valées d’entre les deulx lieux,",images_himanis/himanis_00094.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"le sang lui esmeut tellement que, par deffault de bon gouvernement ou autrement, deux ou trois jours après il ala",images_himanis/himanis_00095.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"de vie à trespas. A l’occasion duquel cas, lesdiz supplians, doubtans rigueur de justice, se sont absentez du païs et n’y oseroient",images_himanis/himanis_00096.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"jamais bonnement converser, se noz grace et provision ne leur estoient sur ce imparties, en nous humblement requérant lesdiz",images_himanis/himanis_00097.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"supplians, attendu que le cas n’est advenu de guet apensé ne propoz deliberé, mais en leur corps deffendant que en tous leurs autres",images_himanis/himanis_00098.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"affaires ilz se sont bien et honnestement gouvernez, sans jamais avoir esté actains ne convaincuz d’aucun autre villain cas,",images_himanis/himanis_00099.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"blasme ou reprouche, il nous plaise leur impartir, nosdictes grace et miséricorde. Pour quoy, etc., ausdiz supplians",images_himanis/himanis_00100.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"avons quicté, remis et pardonné, etc., satisfacion faicte, etc. Si donnons en",images_himanis/himanis_00101.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"mandement, par ces presentes, aux seneschaulx de Poictou et de Limosin et bailly de Berry et à tous nos autres justiciers, etc., que de nostre",images_himanis/himanis_00102.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"presente grace ilz facent, seuffrent et laissent lesdiz supplians joir et",images_himanis/himanis_00103.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"user, etc. Donné à Tours, ou mois de novembre, l’an de grace mil cccc. soixante dix sept, et de nostre règne",images_himanis/himanis_00104.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"le dix septiesme.Ainsi signé : Par le roy, à la relacion du Conseil. Texier.",images_himanis/himanis_00105.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"Loys, par la grace de Dieu roy de France. Savoir faisons à tous, presens et advenir, nous avoir receue l’umble",images_himanis/himanis_00106.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"supplicacion des parens et amy charnelz de Remy Carret, povre jeune homme, demourant à Limoges, chargé de femme et de quatre enfans, à",images_himanis/himanis_00107.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33452_A.jpg
"pour la tirer et mettre hors ladicte maison. A quoy elle fist resistence, en disant qu’ilz ne la meneroient point et qu’ilz",images_himanis/himanis_00108.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
"faisoient mal, en criant « à l’aide » et se print à ladicte chambrière. Maiz ce non obstant, ledit menusier la mist",images_himanis/himanis_00109.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
"hors de ladicte maison, et par ce qu’elle resistoit lui donna ung soufflet ou deux de la main, et par ce qu’elle",images_himanis/himanis_00110.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
"recusoit aller et sortir hors et s’estoit prinse à ladicte chambrière, la poussa par derrière ledit suppliant et estoit present à tout",images_himanis/himanis_00111.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
"ce que faisoit ledit menusier. Et quant ladicte femme fut hors de la porte de la dicte maison, ledit suppliant tourna querir",images_himanis/himanis_00112.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
les robbes et habillemens de ladicte femme et les lui bailla. Et se assemblerent lesdiz cousturiers et ung barbier,images_himanis/himanis_00113.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
"avec eulx ; lesquels menèrent tous ensemble ladicte femme en une rue fouraine en ladicte ville de Luçon, et quant",images_himanis/himanis_00114.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_33453_A.jpg
